file_name,publication bias,unpublished_data,gray_literature,funnel plot,trim and fill,egger,fail safe n,pet-peese,robma,year
2018.0_Directional associations between memory impairment and depressive symptoms: data from a longitudinal sample and meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2018.0
"2021.0_Meta-analysis of the relationships between family strengths and parent, family and child well-being.pdf",True,True,True,False,False,True,False,False,False,2021.0
2019.0_Three decades of research on induced hypocrisy: A meta-analysis.pdf,True,True,True,True,True,False,False,False,False,2019.0
2022.0_Polycystic ovary syndrome triggers atrial conduction disorders: a systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2022.0
2019.0_Prenatal and postnatal maternal depression and infant hospitalization and mortality in the first year of life: a systematic review and meta-analysis.pdf,True,False,False,True,False,True,False,False,False,2019.0
2019.0_A meta-analysis of differences in children's reports of single and repeated events..pdf,True,True,True,True,True,False,False,False,False,2019.0
2022.0_The efficacy of randomised controlled trials of cognitive behaviour therapy for perfectionism: A systematic review and meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2022.0
2018.0_Psychological therapy for inpatients receiving acute mental health care: A systematic review and meta?analysis of controlled trials.pdf,True,True,True,True,True,False,False,False,False,2018.0
2020.0_Preoccupied and dismissing attachment representations are differentially associated with anxiety in adolescence and adulthood: A meta-analysis.pdf,True,True,True,True,True,False,False,False,False,2020.0
"2020.0_The effectiveness of psychological interventions for post-traumatic stress disorder in children, adolescents and young adults: A systematic review and meta-analysis.pdf",False,False,True,True,False,True,False,False,False,2020.0
2022.0_Meta Analysis: Peer Influence on Smoking Behavior in Adolescents.pdf,False,False,True,True,False,False,False,False,False,2022.0
"2020.0_Point?biserial correlation: Interval estimation, hypothesis testing, meta?analysis, and sample size determination.pdf",False,False,True,False,False,False,False,False,False,2020.0
"2023.0_Meta Analysis: The Effects of Parental Smokers, Peer Smokers, and Stress on Smoking Behavior in Teenagers.pdf",True,False,True,True,False,False,False,False,False,2023.0
2019.0_Stake size effects in ultimatum game and dictator game offers: A meta-analysis.pdf,True,True,True,True,False,False,False,False,False,2019.0
2020.0_Action effects on visual perception of distances: A multilevel Bayesian meta-analysis.pdf,True,True,True,True,False,False,False,False,False,2020.0
2020.0_Â negative emotionality and self?regulation predict psychopathology in childhood and adolescence? A systematic review and meta?analysis of prospective longitudinal Â.pdf,True,True,True,True,False,False,False,False,False,2020.0
2022.0_Prevalence of mental health problems among primary school students in Chinese mainland from 2010 to 2010: A meta-analysis.pdf,False,False,False,True,False,False,False,False,False,2022.0
2021.0_Malignant transformation of oral submucous fibrosis: A systematic review and meta?analysis.pdf,True,False,True,True,False,True,False,False,False,2021.0
"2020.0_Can acceptance, mindfulness, and self-compassion be learned by smartphone apps? A systematic and meta-analytic review of randomized controlled trials.pdf",True,True,False,False,True,False,False,False,False,2020.0
2020.0_The Effects of Physical Activity and Obesity on Hypertension in Adolescents: Meta-Analysis.pdf,True,False,True,True,False,False,False,False,False,2020.0
2020.0_Meta-Analysis as a Tool for Increasing Students' Scientific Thinking.pdf,False,False,False,False,False,False,False,False,False,2020.0
2018.0_The effects of repetitive transcranial magnetic stimulation on empathy: a systematic review and meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2018.0
2020.0_The effectiveness of mindfulness-based interventions on anxiety disorders. a systematic meta-review.pdf,True,True,True,False,False,False,False,False,False,2020.0
2022.0_Meta-analysis: The Effectiveness of mHealth Mobile Application Use to Promote Physical Activity and Ideal Body Weight in Adult with Overweight.pdf,False,False,True,True,False,False,False,False,False,2022.0
2023.0_Traditional masculinities and men's sexism: A meta-analysis.pdf,True,True,True,True,False,True,False,True,False,2023.0
2019.0_A systematic review and meta-analysis of the Unified Protocol as a transdiagnostic emotion regulation based intervention.pdf,True,False,True,True,True,False,False,False,False,2019.0
2020.0_Systematic review and meta-analyses: Motor skill interventions to improve fine motor development in children aged birth to 6 years.pdf,True,False,True,True,False,False,False,False,False,2020.0
2023.0_Effects of psychological treatment for depression among people not actively seeking help: a meta-analysis.pdf,True,False,False,True,True,True,False,False,False,2023.0
"2020.0_Air pollution, state anxiety, and unethical behavior: A meta-analytic review.pdf",True,True,True,False,False,True,False,True,False,2020.0
2021.0_Daily associations between sleep and physical activity: A systematic review and meta-analysis.pdf,True,True,True,False,False,False,False,False,False,2021.0
2019.0_Beyond planning: A meta-analysis of implementation intentions to support smoking cessation..pdf,True,True,True,True,True,True,True,False,False,2019.0
2019.0_A meta-analysis of techniques to promote motivation for health behaviour change from a self-determination theory perspective.pdf,False,True,True,False,False,False,False,False,False,2019.0
2021.0_A meta-analysis on the effects of synchronous online learning on cognitive and affective educational outcomes.pdf,True,True,True,True,False,False,True,False,False,2021.0
2020.0_Photobiomodulation for spinal cord injury: a systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2020.0
2019.0_Meta-analytic studies of the glial cell marker TSPO in psychosisÂa question of apples and pears?: A commentary on 'Neuroinflammation in schizophrenia Â.pdf,True,False,True,True,True,False,False,False,False,2019.0
2021.0_Leptin as a biomarker of stress: a systematic review and meta-analysis.pdf,True,False,True,True,False,False,False,False,False,2021.0
2019.0_Reliability Generalization Meta-Analysis: A comparison of statistical analytic strategies.pdf,False,False,False,False,False,False,False,False,False,2019.0
2020.0_Human handedness: A meta-analysis..pdf,True,True,True,True,True,True,False,False,False,2020.0
2023.0_Meta-analysis of virtual reality exposure therapy for social anxiety disorder.pdf,False,False,False,False,False,False,False,False,False,2023.0
2020.0_How can adolescent aggression be reduced? A multi-level meta-analysis.pdf,True,True,True,False,False,True,False,False,False,2020.0
2018.0_Prevalence of anxiety and depressive disorders among youth with intellectual disabilities: A systematic review and meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2018.0
2019.0_A meta-analysis of the segmenting effect.pdf,True,False,True,True,False,True,False,False,False,2019.0
2021.0_Intelligence quotient decline following frequent or dependent cannabis use in youth: a systematic review and meta-analysis of longitudinal studies.pdf,True,False,True,True,False,True,False,False,False,2021.0
2023.0_A meta?analysis of the effects of electronic performance monitoring on work outcomes.pdf,True,True,True,False,False,False,False,True,False,2023.0
2019.0_The five factor model of personality and emotion regulation: A meta-analysis.pdf,True,False,True,True,False,True,True,False,False,2019.0
2018.0_The comparative evidence basis for the efficacy of second-generation antidepressants in the treatment of depression in the US: A Bayesian meta-analysis of Food and .pdf,False,False,True,False,False,False,False,False,False,2018.0
2021.0_Paternalistic leadership and employee performance: A meta-analysis of Chinese samples.pdf,True,True,True,False,True,False,True,True,False,2021.0
2021.0_Continuum beliefs and mental illness stigma: a systematic review and meta-analysis of correlation and intervention studies.pdf,True,True,True,True,True,True,False,False,False,2021.0
2022.0_Meta-Analysis: The Effect of Social Support on Medication Treatment Adherence in Tuberculosis Patients.pdf,True,False,True,True,False,False,False,False,False,2022.0
2018_The influence of conflict monitoring on meta-reasoning and response times in a base rate task.pdf,False,False,True,False,False,False,False,False,False,2018.0
2021.0_Doing meta-analysis with R: A hands-on guide.pdf,False,False,True,False,False,False,False,False,False,2021.0
2023.0_Experimental studies of paranoid thinking in clinical and nonclinical populations: a systematic review and meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2023.0
2021.0_Diagnostic delay in axial spondyloarthritis: a systematic review and meta-analysis.pdf,False,False,True,True,False,False,False,False,False,2021.0
nan_A Systematic Review and Meta-Analysis of the Association.pdf,True,True,True,True,False,True,False,False,False,
2018.0_Adult attachment as a predictor and moderator of psychotherapy outcome: A meta?analysis.pdf,True,False,True,True,False,False,False,False,False,2018.0
2019.0_A series of meta-analytic tests of the efficacy of long-term psychoanalytic psychotherapy.pdf,True,True,True,True,False,True,False,True,False,2019.0
2022.0_Empirical research on fantasy proneness and its correlates 2000Â2018: A meta-analysis..pdf,True,True,True,False,False,False,True,False,False,2022.0
2020.0_Self-esteem and sexual health: a multilevel meta-analytic review.pdf,True,True,True,False,False,True,False,True,False,2020.0
2018.0_Impact of pH and application time of meta-phosphoric acid on resin-enamel and resin-dentin bonding.pdf,False,False,True,False,False,False,False,False,False,2018.0
2021.0_Pulmonary health effects of indoor volatile organic compoundsÂa meta-analysis.pdf,False,False,False,False,False,False,False,False,False,2021.0
2020.0_Effects of Peers and Family Members on Smoking Habits in Adolescents: A Meta-Analysis.pdf,True,False,False,True,False,False,False,False,False,2020.0
2021.0_Bootstrap-based between-study heterogeneity tests in meta-analysis.pdf,True,True,True,False,False,False,False,False,False,2021.0
2021.0_Religious moral righteousness over care: A review and a meta-analysis.pdf,True,True,True,False,False,False,False,False,False,2021.0
2022.0_Moving in the presence of othersÂa systematic review and meta-analysis on social facilitation.pdf,True,True,True,False,False,False,False,False,False,2022.0
"2020.0_A meta-analysis of acculturation and enculturation: Bilinear, multidimensional, and context-dependent processes.pdf",True,True,True,True,False,True,False,False,False,2020.0
2018.0_Does ease mediate the ease-of-retrieval effect? A meta-analysis..pdf,True,True,True,True,True,True,True,True,False,2018.0
2021.0_Effectiveness of multimedia pedagogical agents predicted by diverse theories: A meta-analysis.pdf,True,False,True,True,True,True,True,False,False,2021.0
2019.0_Parenting and self-control across early to late adolescence: A three-level meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2019.0
2023.0_The effect of psychological treatment on repetitive negative thinking in youth depression and anxiety: a meta-analysis and meta-regression.pdf,True,False,True,True,True,True,False,False,False,2023.0
2019.0_Effectiveness of community?based early intervention for children with autism spectrum disorder: A meta?analysis.pdf,True,False,True,True,True,False,False,False,False,2019.0
"2019.0_Effectiveness of meta diagnosis package of acceptance and commitment therapy, Self-Compassion therapy and dialectic behavioral therapy on emotion Â.pdf",False,False,False,False,False,True,False,False,False,2019.0
2021.0_Research Paper A meta-analysis of the effectiveness of marriage enrichment programs on marital intimacy.pdf,True,True,True,False,False,False,False,False,False,2021.0
2018.0_Video game training does not enhance cognitive ability: A comprehensive meta-analytic investigation..pdf,True,True,True,True,True,False,False,False,False,2018.0
2020.0_Meta-analysis of the relationship between self-regulated learning strategies with academic achievement.pdf,False,False,False,False,False,False,False,False,False,2020.0
2021.0_How bureaucratic representation affects public organizational performance: A meta?analysis.pdf,True,True,True,False,False,True,False,False,False,2021.0
2018.0_The relationship between the therapeutic alliance and clinical outcomes in cognitive behaviour therapy for adults with depression: A meta?analytic review.pdf,True,True,True,True,False,False,True,False,False,2018.0
2020.0_Does seek feedback improve performance? A meta-analytic review about feedback-seeking behavior and individual performance.pdf,True,True,False,False,False,False,True,False,False,2020.0
2021.0_The role of meta-analysis and preregistration in assessing the evidence for cleansing effects.pdf,True,True,True,False,True,False,False,True,False,2021.0
2021.0_Effects of dance on cognitive function in older adults: a systematic review and meta-analysis.pdf,True,False,True,False,False,False,False,False,False,2021.0
2021.0_Low muscle mass in older adults and mortality: A systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2021.0
2020.0_Efficacy and safety of lurasidone versus placebo as adjunctive to mood stabilizers in bipolar I depression: A meta-analysis.pdf,False,False,False,False,False,False,False,False,False,2020.0
2020.0_Meta-analysis of single-case research via multilevel models: Fundamental concepts and methodological considerations.pdf,True,False,True,True,True,True,False,False,False,2020.0
2020.0_Ironic effects of thought suppression: a meta-analysis.pdf,True,True,True,False,False,True,False,True,False,2020.0
2022.0_The Prevalence of Depression among Type 2 Diabetic Patients in Malaysia: A Systematic Review and Meta-Analysis.pdf,True,False,True,True,False,True,False,False,False,2022.0
2018.0_MetaForest: Using random forests to explore heterogeneity in meta-analysis.pdf,False,False,False,False,False,False,False,False,False,2018.0
2023.0_A meta-analysis of the relationship between worry and rumination.pdf,True,True,True,True,False,True,False,False,False,2023.0
2022.0_Effect of Kinesio Taping on Pain Reduction in Carpal Tunnel Syndrome Patients: Meta-Analysis.pdf,True,False,True,True,False,False,False,False,False,2022.0
2019.0_Physical activity during pregnancy and postpartum depression: Systematic review and meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2019.0
nan_Wisdom as a Meta-Functional Level of Psychological Resourcefulness of Personality ???????? ?? ?????????????????? ?????? ????????????? ??????????? Â.pdf,False,False,True,False,False,False,False,False,False,
2022.0_Predictors of hurricane evacuation decisions: A meta-analysis.pdf,True,True,True,False,False,False,False,False,False,2022.0
2021.0_Is mindfulness-based stress reduction effective for people with hypertension? A systematic review and meta-analysis of 30 years of evidence.pdf,True,False,True,True,False,True,False,False,False,2021.0
2021.0_Which treatment is most effective for patients with Achilles tendinopathy? A living systematic review with network meta-analysis of 29 randomised controlled trials.pdf,True,True,True,True,False,False,False,False,False,2021.0
2020.0_Effectiveness of online psychological and psychoeducational interventions to prevent depression: Systematic review and meta-analysis of randomized controlled trials.pdf,True,False,True,True,True,True,False,False,False,2020.0
2021.0_Problem-based learning for mathematical critical thinking skills: A meta-analysis.pdf,True,False,True,True,False,False,False,False,False,2021.0
2020.0_Effects and moderators of coping skills training on symptoms of depression and anxiety in patients with cancer: Aggregate data and individual patient data meta Â.pdf,True,False,False,True,True,True,False,False,False,2020.0
2021.0_The Effect of Simulation Technique on Academic Achievement: A Meta-Analysis Study..pdf,True,True,True,True,False,False,False,False,False,2021.0
2019.0_Laboratory aggression and personality traits: A meta-analytic review..pdf,True,True,True,False,False,False,False,True,False,2019.0
2022.0_Effectiveness of cognitive remediation in depression: a meta-analysis.pdf,True,False,False,True,True,True,False,False,False,2022.0
2022.0_Meta-Analysis: Effectiveness of Web-Based Intervention to Increase Physical Activity in Older People.pdf,False,False,True,True,False,False,False,False,False,2022.0
2020.0_The Effects of Positive Behavior Supports (PBS) for Students with Intellectual Disabilities: A Meta-Analysis of Single Case Design Studies.pdf,True,False,False,True,True,True,False,False,False,2020.0
2021.0_Comparing the evidential strength for psychotropic drugs: a Bayesian meta-analysis.pdf,True,True,True,False,False,True,False,False,False,2021.0
"2023.0_Meta Analysis: The Effects of Attitude, Spouse Support, and Education Level on Men Participation in Male Contraceptive Use.pdf",True,False,True,True,False,False,False,False,False,2023.0
2019.0_Teachers' beliefs about technology integration in early childhood education: A meta-ethnographical synthesis of qualitative research.pdf,True,False,True,False,False,False,False,False,False,2019.0
2021.0_Subjective well-being and self-esteem in preterm born adolescents: An individual participant data meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2021.0
2023.0_Understanding the Factors at Play in the Sender-Receiver Dynamic During the Telepathy Ganzfeld: A Meta-Analysis.pdf,True,True,True,True,False,True,False,False,False,2023.0
2020.0_A Meta-Analysis of Functional Communication Training for Children with Autism Spectrum Disorder in South Korea.pdf,False,False,True,False,False,False,False,False,False,2020.0
2020.0_Lifting cognition: a meta-analysis of effects of resistance exercise on cognition.pdf,True,False,True,True,False,False,False,False,False,2020.0
2021.0_Malicious mind readers? A meta-analysis on Machiavellianism and cognitive and affective empathy.pdf,True,False,True,False,False,False,False,False,False,2021.0
2019.0_Embodied metaphors of moral concepts and its influential factors: A systematic review and meta-analysis.pdf,False,True,True,True,False,True,True,False,False,2019.0
2019.0_Driving us mad: the association of Toxoplasma gondii with suicide attempts and traffic accidentsÂa systematic review and meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2019.0
2022.0_Meta-Analysis of Tri Hita Karana in Experimental Quasi-Research of Science Learning.pdf,False,False,True,False,False,False,False,False,False,2022.0
2020.0_A meta?analytic review of paternalistic leadership.pdf,False,True,True,False,False,False,True,False,False,2020.0
2023.0_No Evidence Against the Greater Male Variability Hypothesis: A Commentary on Harrison et al.'s (2022) Meta-Analysis of Animal Personality.pdf,False,False,True,False,False,False,False,False,False,2023.0
2022.0_Meta Analysis: Relationship Of Competence And Motivation With Performance Of Nurse In Hospital.pdf,True,False,False,True,False,False,False,False,False,2022.0
2018.0_Occupational future time perspective: A meta?analysis of antecedents and outcomes.pdf,True,True,True,False,False,False,False,False,False,2018.0
2021.0_Impact of past behaviour normality: meta-analysis of exceptionality effect.pdf,True,True,True,True,True,True,False,False,False,2021.0
2019.0_Doing more with less: meta-reasoning and meta-learning in humans and machines.pdf,False,False,True,False,False,False,False,False,False,2019.0
2023.0_Functional correlates of subliminal stimulation in Posttraumatic Stress Disorder: systematic review and meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2023.0
"2020.0_The relationship between gambling advertising and gambling attitudes, intentions and behaviours: a critical and meta-analytic review.pdf",False,True,True,False,False,False,False,False,False,2020.0
2021.0_Relationship between resilience and well-being in elders: A systematic review and meta-analysis.pdf,True,True,True,False,False,True,True,False,False,2021.0
2018.0_How do autism spectrum disorders process human face? A meta-analysis of eye-tracking studies.pdf,True,False,True,False,False,True,False,False,False,2018.0
2022.0_Meta-analysis Effect of Compliance with Folic Acid Supplement Consumption in Pregnant Women on the Risk of Birth Defects.pdf,False,False,True,True,False,False,False,False,False,2022.0
2020.0_The Padua InventoryÂWashington State University Revision of obsessions and compulsions: A reliability generalization meta-analysis.pdf,False,True,True,True,False,False,False,False,False,2020.0
2019.0_An examination of the Triarchic Model of psychopathy's nomological network: A meta-analytic review.pdf,True,True,True,True,True,True,False,False,False,2019.0
"2023.0_Distress, burden, and wellbeing in siblings of people with mental illness: a mixed studies systematic review and meta-analysis.pdf",False,False,True,False,False,True,False,False,False,2023.0
2021.0_Global prevalence of functional constipation according to the Rome criteria: a systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2021.0
2021.0_Contemporary risk of surgery in patients with ulcerative colitis and Crohn's disease: a meta-analysis of population-based cohorts.pdf,True,False,True,True,False,True,False,False,False,2021.0
2019.0_Mindful meta-awareness: sustained and non-propositional.pdf,False,False,False,False,False,False,False,False,False,2019.0
2019.0_State of the art of social representations theory in Asia: An empirical meta-theoretical analysis.pdf,False,False,True,False,False,False,False,False,False,2019.0
2023.0_Manipulating belief in free will and its downstream consequences: A meta-analysis.pdf,True,True,True,True,False,True,False,True,False,2023.0
2021.0_Prevention strategies to reduce future impact of low back pain: a systematic review and meta-analysis.pdf,True,False,True,False,False,False,False,False,False,2021.0
2019.0_The effect of rehabilitation combined with cognitive remediation on functioning in persons with severe mental illness: systematic review and meta-analysis.pdf,True,False,True,False,False,False,False,False,False,2019.0
2021.0_The impact of motivational reading instruction on the reading achievement and motivation of students: A systematic review and meta-analysis.pdf,True,True,True,True,True,False,False,True,False,2021.0
2019.0_Impulsivity and aggression: A meta-analysis using the UPPS model of impulsivity.pdf,False,False,True,False,False,False,False,False,False,2019.0
2022.0_Do jigsaw classrooms improve learning outcomes? Five experiments and an internal meta-analysis..pdf,True,False,True,False,False,False,False,False,False,2022.0
2021.0_Introduction to meta-analysis.pdf,True,False,True,True,True,False,True,False,False,2021.0
2019.0_Parental ethnicÂracial socialization practices and the construction of children of color's ethnicÂracial identity: A research synthesis and meta-analysis..pdf,True,True,True,True,False,True,False,False,False,2019.0
2021.0_Â the effect of national government physical distancing measures on depression and anxiety during the COVID-19 pandemic through meta-analysis and meta Â.pdf,False,False,True,False,False,False,False,False,False,2021.0
2020.0_A meta-analysis on gender differences in ethical decision making.pdf,False,False,True,True,False,False,False,False,False,2020.0
"2021.0_The efficacy of mindfulness-based interventions in attention-deficit-hyperactivity disorder beyond core symptoms: A systematic review, meta-analysis, and meta Â.pdf",True,False,True,True,True,True,False,False,False,2021.0
"2020.0_Effects of social support, functional status, and depression on the quality of life of stroke patients: A meta-analysis.pdf",True,False,True,True,False,False,False,False,False,2020.0
2018.0_The relationship between emotional intelligence and trait mindfulness: A meta-analytic review.pdf,True,True,True,True,False,False,False,False,False,2018.0
2021.0_The sleep benefit in episodic memory: An integrative review and a meta-analysis..pdf,True,True,True,True,False,True,False,False,False,2021.0
2018.0_Job burnout in mental health providers: A meta-analysis of 35 years of intervention research..pdf,True,True,True,True,False,True,False,False,False,2018.0
2021.0_The performance enhancement attitude scale (PEAS) reached 'adulthood': Lessons and recommendations from a systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2021.0
2021.0_The effectiveness of stress regulation interventions with athletes: A systematic review and multilevel meta-analysis of randomised controlled trials.pdf,True,True,True,True,True,True,False,False,False,2021.0
2018.0_The relationship between internalized homonegativity and body image concerns in sexual minority men: A meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2018.0
2019.0_The characteristics of persistent sexual offenders: A meta-analysis of recidivism studies.pdf,False,True,True,False,False,False,False,False,False,2019.0
2021.0_Safety planning-type interventions for suicide prevention: meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2021.0
2022.0_Clarifying the relationship between randomness dismissal and conspiracist ideation: A preregistered replication and meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2022.0
2018.0_Predictors of treatment outcome in depression in later life: A systematic review and meta-analysis.pdf,True,True,True,False,True,True,False,False,False,2018.0
2021.0_Two decades of digital interventions for anxiety disorders: a systematic review and meta-analysis of treatment effectiveness.pdf,True,False,False,True,True,True,False,False,False,2021.0
2020.0_How imagining personal future scenarios influences affect: Systematic review and meta-analysis.pdf,True,False,True,True,True,False,False,False,False,2020.0
2020.0_Personality and prosocial behavior: A theoretical framework and meta-analysis..pdf,True,True,True,False,True,True,False,False,False,2020.0
2022.0_The common?sense model and mental illness outcomes: A meta?analysis.pdf,True,False,True,True,False,True,False,False,False,2022.0
2018.0_The relationship between emotional labor and job satisfaction: A meta-analysis.pdf,True,True,True,False,False,True,False,False,False,2018.0
2021.0_Correcting for publication bias in a meta-analysis with the p-uniform* method.pdf,True,False,True,True,False,False,False,False,False,2021.0
2020.0_Meta-analysis in vocational behavior: A systematic review and recommendations for best practices.pdf,True,True,True,True,True,True,True,False,False,2020.0
2018.0_A meta-analysis of the relationship between intelligence and visual taste measures..pdf,True,False,False,True,False,True,False,False,False,2018.0
2023.0_A Meta-Analysis of Math Anxiety Interventions.pdf,True,True,True,True,False,True,False,False,False,2023.0
2020.0_The relationship between loneliness and mobile phone addiction: A meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2020.0
"2021.0_Evaluation of Blood Levels of C-Reactive Protein Marker in Obstructive Sleep Apnea: A Systematic Review, Meta?Analysis and Meta-Regression.pdf",True,False,True,True,False,True,False,False,False,2021.0
2019.0_Effectiveness of psychotherapy for treatment-resistant depression: a meta-analysis and meta-regression.pdf,True,False,True,True,False,True,False,False,False,2019.0
2020.0_How closely related are financial satisfaction and subjective well-being? Systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2020.0
2018.0_Psychological correlates of perceived ethnic discrimination in Europe: A meta-analysis..pdf,True,False,True,True,False,False,False,False,False,2018.0
2021.0_The acute effect of exercise on arterial stiffness in healthy subjects: a meta-analysis.pdf,True,True,True,False,False,True,False,False,False,2021.0
2021.0_A systematic review and meta-analysis of discrepancies between logged and self-reported digital media use.pdf,True,True,True,True,False,True,False,False,False,2021.0
2021.0_Effectiveness of Mindfulness Intervention on Cognitive Functions: A Meta-Analysis of Mindfulness Studies..pdf,True,True,True,True,False,True,True,False,False,2021.0
2020.0_A grounded-theory study of meta-attention in golfers.pdf,False,False,True,False,False,False,False,False,False,2020.0
2023.0_Effects of Marital Status and Social Support on Antenatal Depression: A Meta-Analysis.pdf,True,False,True,True,False,False,False,False,False,2023.0
"2018.0_Issues in solving the problem of effect size heterogeneity in meta-analytic structural equation modeling: A commentary and simulation study on Yu, Downes, Carter .pdf",False,False,True,False,False,False,False,False,False,2018.0
"2019.0_The relationships between health anxiety, online health information seeking, and cyberchondria: Systematic review and meta-analysis.pdf",True,True,True,True,False,True,False,False,False,2019.0
2019.0_Metaphorical framing in political discourse through words vs. concepts: A meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2019.0
2019.0_The efficacy of cognitive behavioural therapy in somatoform disorders and medically unexplained physical symptoms: A meta-analysis of randomized controlled trials.pdf,True,False,True,False,True,True,False,False,False,2019.0
"2021.0_The prevalence of nomophobia by population and by research tool: a systematic review, meta-analysis, and meta-regression.pdf",True,False,True,True,False,False,False,False,False,2021.0
2021.0_Moral foundations and political orientation: Systematic review and meta-analysis..pdf,True,True,True,True,False,True,False,False,False,2021.0
2022.0_Meta-analysis of longitudinal neurocognitive performance in people at clinical high-risk for psychosis.pdf,True,False,True,False,False,True,False,False,False,2022.0
2018.0_Telephone psychotherapy in multiple sclerosis: A systematic review and meta-analysis..pdf,True,False,True,True,False,False,False,False,False,2018.0
"2019.0_Exercise training, circulating cytokine levels and immune function in cancer survivors: a meta-analysis.pdf",True,False,True,True,False,False,False,False,False,2019.0
2023.0_The Potential and Peculiarities of PERMA: A Meta-Analysis of Two Well-Being Measures With Working Samples.pdf,False,False,True,False,False,False,False,False,False,2023.0
2021.0_Differential relationships between the adequacy of different types of family resources and psychological health and well-being: A meta-analysis.pdf,True,False,True,False,False,True,False,False,False,2021.0
2023.0_The Effectiveness of Student-Centered Teaching Applications Used In Determining Motivation Toward Science Learning: A Meta-Analysis Study.pdf,True,True,True,True,False,True,True,False,False,2023.0
2020.0_A tutorial on the meta-analytic structural equation modeling of reliability coefficients..pdf,False,False,True,False,False,False,False,False,False,2020.0
2021.0_Are emotionally intelligent people happier? A meta?analysis of the relationship between emotional intelligence and subjective well?being using Chinese samples.pdf,True,True,True,True,False,True,True,False,False,2021.0
2018.0_Fiction reading has a small positive impact on social cognition: A meta-analysis..pdf,True,True,True,True,False,True,False,False,False,2018.0
"2018.0_Is anxiety sensitivity a risk factor for, or complication of, alcohol misuse? A meta-analysis.pdf",True,True,True,True,True,True,False,False,False,2018.0
2018.0_The painful duality of envy: Evidence for an integrative theory and a meta-analysis on the relation of envy and schadenfreude..pdf,True,True,True,False,False,False,False,False,False,2018.0
2018_Occupational future time perspective: A meta?analysis of antecedents and outcomes.pdf,True,True,True,False,False,False,False,False,False,2018.0
2022.0_Meta-analysis of the effectiveness of cognitive training based on working memory on improving the children's executive functions with mathematical disorder.pdf,False,False,True,True,False,False,True,False,False,2022.0
2019.0_A meta-analytic review of personality traits and their associations with mental health treatment outcomes.pdf,False,False,True,False,False,False,False,False,False,2019.0
2019.0_Loneliness and social anxiety across childhood and adolescence: Multilevel meta-analyses of cross-sectional and longitudinal associations..pdf,True,True,True,True,False,True,False,False,False,2019.0
2021.0_Endometriosis and cancer: a systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2021.0
"2020.0_The international prevalence of antidepressant use before, during, and after pregnancy: A systematic review and meta-analysis of timing, type of prescriptions and Â.pdf",False,False,True,True,False,True,False,False,False,2020.0
2021.0_Objectively measured physical activity and all cause mortality: A systematic review and meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2021.0
"2020.0_Literature searches in systematic reviews and meta-analyses: A review, evaluation, and recommendations.pdf",True,True,True,False,False,False,False,False,False,2020.0
2022.0_Nudging effect of default options: a meta-analysis.pdf,False,True,True,False,False,True,True,False,False,2022.0
2020.0_The process of reinventing a job: A metaÂsynthesis of qualitative job crafting research.pdf,True,True,True,False,False,False,False,False,False,2020.0
2022.0_The athletic identity measurement scale: A systematic review with meta-analysis from 1993 to 2021.pdf,True,False,True,True,True,True,True,False,False,2022.0
2019.0_A meta-analysis of conditional reasoning.pdf,False,False,True,False,False,False,False,False,False,2019.0
2018.0_Using response ratios for meta-analyzing single-case designs with behavioral outcomes.pdf,False,False,True,False,False,False,False,False,False,2018.0
2021.0_Comparing Bayesian Posterior Passing with Meta-analysis.pdf,True,False,True,False,False,False,False,False,False,2021.0
2023.0_Work engagement: A meta-analysis using the job demands-resources model.pdf,True,True,True,True,True,True,False,False,False,2023.0
2019.0_It's scary but it's also exciting: Evidence of meta-affective learning in science.pdf,False,False,True,False,False,False,False,False,False,2019.0
"2020.0_The intersection of gender, social class, and cultural context: A meta-analysis.pdf",True,True,True,True,False,True,False,False,False,2020.0
2018.0_Gender differences in the initiation of negotiations: A meta-analysis..pdf,True,True,True,True,True,True,False,False,False,2018.0
2019.0_Relationship between the Implicit Association Test and intergroup behavior: A meta-analysis..pdf,True,True,True,False,False,False,False,False,False,2019.0
